title,target_genre,text_sample,,,,,,,,,,,,
The father of spin,Biography,"""The Father of Spin is the first full-length biography of the legendary Edward L. Bernays, who, beginning in the 1920s, was one of the first and most successful practitioners of the art of public relations. This book tells of Bernays's great campaigns, including:"".

""His precedent-setting work for the American Tobacco Company, climaxed by a parade of cigarette-smoking debutantes down Fifth Avenue on Easter Sunday that recast smoking as an act of liberation for women, helped convince a generation of women to light up, and made headlines from coast to coast. He transformed the color green into an American favorite to blend in with the green of the Lucky Strike package, and he convinced weight-conscious women that a cigarette was just the thing to substitute for a sweet.

And he did it all without anyone knowing his client was behind it."" ""How he and his client the United Fruit Company helped engineer the overthrow of the socialist regime in Guatemala in the 195Os."" ""How he borrowed ideas from his uncle Sigmund Freud to push people to buy products they didn't need and to shape the way they perceived issues and the very way they believed."".

""And what Bernays did for tobacco and fruit peddlers, he also did for politicians, including Calvin Coolidge and Herbert Hoover.""--BOOK JACKET.",,,,,,,,,,,,
Killing Pablo,Biography,"Killing Pablo: The Hunt for the World's Greatest Outlaw is a book by Mark Bowden that details the efforts by the governments of the United States and Colombia, their respective military and intelligence forces, and Los Pepes to stop illegal activities committed by Colombian drug lord Pablo Escobar and his subordinates. It relates how Escobar was killed and his cartel dismantled. Bowden originally reported this story in a 31-part series published in The Philadelphia Inquirer and in a companion documentary of the same title.",,,,,,,,,,,,
Isaac Newton,Biography,"""In this biography, James Gleick moves between a comprehensive historical portrait and a dramatic focus on Newton's significant letters and unpublished notebooks to illuminate the real importance of his work in physics, in optics, and in calculus. He makes us see the old intuitive, alchemical universe out of which Newton's mathematics first arose and shows us how Newton's ideas have altered all forms of understanding from history to philosophy. And he gives us an account of the conflicting impulses that pulled at this man's heart: his quiet longings, his rage, his secrecy, the extraordinary subtleties of personality that were mirrored in the invisible forces he first identified as the building blocks of science. More than biography, more than history, more than science, Isaac Newton tells us how, through the mind of one man, we have come to know our place in the cosmos.""--BOOK JACKET",,,,,,,,,,,,
In memory yet green,Biography,"The amazing Asimov tackles his most fascinating subject - himself!

Isaac Asimov, said The New York Times, ""has probably done more than anyone else to give scientifically illiterate readers a feeling for the excitement and accomplishment of modern science."" Now, in his 200th book, the celebrated author recounts his life- from his emigration to Brooklyn from Russia to his creation of the famous FOUNDATION TRILOGY Here's what the reviewers say:

""Everything you need to know about how a genius evolves...a remarkable record. .. Asimov has earned the right to be a phenomenon."" - Algis Budrys, Chicago Sun-Times

""The development of a unique talent...how he and his favorite early editor, John Wood Campbell Jr., of Astounding Science Fiction, came up with the famous three laws of robotics; how Campbell gave Asimov the idea for 'Nightfall,' popularly considered to be the greatest science fiction story of all time; how he almost wrote a book describing 'black holes' years before they were discovered; how the idea for his great 'Foundation' series came to him while he was riding a subway train....Asimov is a great storyteller and a first-rate explainer. Those qualities shine through in this autobiography of his early years."" - Chicago Tribune

""A detailed, candid account of his early days in Brooklyn, in the developing field of science fiction...like the author, it is ceaselessly informative and entertaining...it is hard to see how anyone could finish this vigorous autobiography and not be delighted with the dynamo that produced it."" - Time

With rare photographs and memorabilia.",,,,,,,,,,,,
The Woman Warrior,Biography,"The Woman Warrior: Memoirs of a Girlhood Among Ghosts is Kingston's disturbing and fiercely beautiful account of growing up Chinese-American in California. The young Kingston lives in two worlds: the America to which her parents have immigrated and the China of her mother's ""talk stories."" Her mother tells her traditional tales of strong, wily women warriors - tales that clash puzzlingly with the real oppression of women. Kingston learns to fill in the mystifying spaces in her mother's stories with stories of her own, engaging her family's past and her own present with anger, imagination, and dazzling passion.",,,,,,,,,,,,
Wir Kinder vom Bahnhof Zoo,Biography,"Two journalists from the news magazine Stern, Kai Herrmann and Horst Rieck, met Christiane in 1978 in Berlin when she was a witness in a trial against a man who paid underaged girls with heroin in return for sex. The journalists wanted to disclose the drug problem among teenagers in Berlin, which was severe but also surrounded by strong taboos. They arranged a two-hour interview with Christiane. The two hours ended up being two months, where Christiane provided an in-depth description of a life with drugs and prostitution that she and other teenagers in West Berlin experienced in the 1970s. The journalists subsequently ran a series of articles about her addiction in Stern, based on tape recorded interviews with Christiane.

The interviews were extensive, and the Stern publishing house eventually decided to publish the successful book Christiane F. - Wir Kinder vom Bahnhof Zoo in 1979. The book chronicles her life from 1975 to 1978, when she was aged 12-15. The narrative of the book is in the first person, from Christiane's viewpoint, but was written by the journalists functioning as ghostwriters.[1] Others, such as Christiane's mother, and various people who witnessed the escalating drug situation in Berlin at the time, also contributed to the book. It depicts several of Christiane's friends along with other drug addicts, as well as scenes from typical locations of the drug scene in Berlin.",,,,,,,,,,,,
First They Killed My Father,Biography,"From a childhood survivor of the Camdodian genocide under the regime of Pol Pot, this is a riveting narrative of war crimes and desperate actions, the unnerving strength of a small girl and her family, and their triumph of spirit.

One of seven children of a high-ranking government official, Loung Ung lived a privileged life in the Cambodian capital of Phnom Penh until the age of five. Then, in April 1975, Pol Pot's Khmer Rouge army stormed into the city, forcing Ung's family to flee and, eventually, to disperse. Loung was trained as a child soldier in a work camp for orphans, her siblings were sent to labor camps, and those who survived the horrors would not be reunited until the Khmer Rouge was destroyed.

Harrowing yet hopeful, Loung's powerful story is an unforgettable account of a family shaken and shattered, yet miraculously sustained by courage and love in the face of unspeakable brutality.",,,,,,,,,,,,
Willow weep for me,Biography,"""Willow Weep for Me is the powerful journey of a young black woman's descent into despair."" ""Meri Danquah, a ""working-class broke,"" twenty-two-year-old single mother, began to suffer from a variety of depressive symptoms after she gave birth to her daughter, which led her to suspect that she might be going crazy. Understanding the importance of strength in a world that often undervalues black women's lives, she shrouded herself and her illness in silence and denial. But eventually, she could no longer deny the debilitating sadness that interfered with her ability to care for her daughter, to pursue her career as a writer, and to engage in personal relationships."" ""This book is a testimony to the universality of the severity of depression in any culture. Danquah writes with brutal honesty as she confronts her traumatic childhood events - sexual abuse, neglect, and loss - that lie beneath her grief. This is not simply a memoir about depression, it is a meditation on courage and a litany for survival.""--BOOK JACKET.",,,,,,,,,,,,
The Orchid Thief,Biography,"The orchid thief in Susan Orlean's true story of beauty and obsession is John Laroche, a renegade plant dealer and sharply handsome guy, in spite of the fact that he is missing his front teeth and has the posture of al dente spaghetti. In 1994, Laroche and three Seminole Indians were arrested with rare orchids they had stolen from a wild swamp in south Florida that is filled with some of the world's most extraordinary plants and trees.

Laroche had planned to clone the orchids and then sell them for a small fortune to impassioned collectors. After he was caught in the act, Laroche set off one of the oddest legal controversies in recent memory, which brought together environmentalists, Native American activists, and devoted orchid collectors. The result is a tale that is strange, compelling, and hilarious.",,,,,,,,,,,,
Walt Disney,Biography,"The definitive portrait of one of the most important cultural figures in American history. Walt Disney was a true visionary whose desire for escape, iron determination and obsessive perfectionism transformed animation from a novelty to an art form, first with Mickey Mouse and then with his feature films--most notably Snow White, Fantasia, and Bambi. In his superb biography, Neal Gabler shows us how, over the course of two decades, Disney revolutionized the entertainment industry. In a way that was unprecedented and later widely imitated, he built a synergistic empire that combined film, television, theme parks, music, book publishing, and merchandise. Walt Disney is a revelation of both the work and the man--of both the remarkable accomplishment and the hidden life.From the Trade Paperback edition.",,,,,,,,,,,,
A Long Way Gone,Biography,"A Long Way Gone: Memoirs of a Boy Soldier (2007) is a memoir written by Ishmael Beah, an author from Sierra Leone. The book is a firsthand account of Beah's time as a child soldier during the civil war in Sierra Leone (1990s). Beah was 12 years old when he fled his village after it was attacked by rebels, and he wandered the war-filled country until brainwashed by an army unit that forced him to use guns and drugs. By 13, he had perpetrated and witnessed numerous acts of violence. Three years later, UNICEF rescued him from the unit and put him into a rehabilitation program that helped him find his uncle, who would eventually adopt him. After his return to civilian life he began traveling the United States recounting his story.

A Long Way Gone was nominated for a Quill Award in the Best Debut Author category for 2007.

Time magazine's Lev Grossman named it one of the Top 10 Nonfiction Books of 2007, ranking it at No. 3, and praising it as ""painfully sharp"", and its ability to take ""readers behind the dead eyes of the child-soldier in a way no other writer has.""

A Long Way Gone was listed as one of the top ten books for young adults by the American Library Association in 2008.",,,,,,,,,,,,
The great pianists,Biography,"From Mozart's fabulous legato that ""flowed like oil"" to Beethoven's oceanlike surge, from Clara Schumann's touch ""sharp as a pencil sketch"" to Rubinstein's volcanic and sensual playing, The Great Pianists brings to life the brilliant, stylish, and sometimes eccentric personalities, methods, and technical peculiarities of history's greatest pianists. Pulitzer Prize-winning critic and author Harold C. Schonberg presents vivid accounts of the artists' performances, styles, and even their personal lives and quirky characteristics -- such as Mozart's intense competition with Clementi, Lizst's magnetic effect on women (when he played, ladies flung their jewels on stage), and Gottschalk's persistent nailbiting, which left the keys covered with blood. Including profiles of Horowitz and Van Cliburn, among others, and chapters detailing the playing and careers of such modern pianists as de Larrocha, Ashkenazy, Gilels, Gould, Brendel, Bolet, Gutierrez, and Watts, The Great Pianists is a comprehensive and fascinating look at legendary performers past and present. - Back cover.",,,,,,,,,,,,
India's Most Fearless 1,Biography,"The Army major who led the legendary September 2016 surgical strikes on terror launch pads across the LoC; a soldier who killed 11 terrorists in 10 days; a Navy officer who sailed into a treacherous port to rescue hundreds from an exploding war; a bleeding Air Force pilot who found himself flying a jet that had become a screaming fireball . . . Their own accounts, or of those who were with them in their final moments. India's Most Fearless covers fourteen true stories of extraordinary courage and fearlessness, providing a glimpse into the kind of heroism our soldiers display in unthinkably hostile conditions and under grave provocation.",,,,,,,,,,,,
What is life? The physical aspect of the living cell,Biography,"What Is Life? is a 1944 non-fiction science book written for the lay reader by physicist Erwin Schrödinger. The book was based on a course of public lectures delivered by Schrödinger in February 1943 at Trinity College, Dublin. Schrödinger's lecture focused on one important question: ""how can the events in space and time which take place within the spatial boundary of a living organism be accounted for by physics and chemistry?"" In the book, Schrödinger introduced the idea of an ""aperiodic crystal"" that contained genetic information in its configuration of covalent chemical bonds. In the 1950s, this idea stimulated enthusiasm for discovering the genetic molecule and would give both Francis Crick and James Watson initial inspiration in their research.",,,,,,,,,,,,
You'd Be Paranoid Too if Everyone Was Out to Get You,Biography,"Awsten Knight is in a band called Waterparks. Whether or not you know that is beside the point, what you need to know is that he speaks the truth about some very important things. Since his band has rocketed to success he has been around the world and back again, and he has brought back some very keen observations and insights that will be incredibly beneficial to your life. If you want an honest take on how things really work, as seen through the eyes of an early twenty-something musician with impeccable taste in sunglasses and a forever color-changing mop adorning his top, look no further, this book is for you. *You'd Be Paranoid Too (If Everyone Was Out to Get You)* differs from other musician's autobiographies in that Awsten Knight has decided to take his fans along for the ride with him on this one. Having the unique ability to speak to people on a real level is one of the things that sets Awsten apart from other frontmen-and in his debut book, Awsten has woven personal tales of life and love in with a barrage of real unanswered questions. Dealing with toxic people, learning to love yourself, and waging war on an evil monopolistic mega-corporation are merely a few of the topics you will delve into when you look inside this young visionary's mind beyond the thoughts that usually make up 280 characters.",,,,,,,,,,,,
The glitter and the gold,Biography,"This book is so much fun. If you're interested in the history of the upper class in the US or England, it is well worth checking this book out. Parts of it are laugh-out-loud funny, such as the description of dinner with the Duke; others are edge-of-your-seat exciting, such has her escape from the oncoming Germans in WWI; and others are just poignant, such as some of the anecdotes from her childhood. She is a classy lady and only kisses and tells about those she thinks really deserve it (mainly her first husband).",,,,,,,,,,,,
Watchman Nee,Biography,"For challenge and encouragement in your Christian life, read the life stories of the Heroes of the Faith. The novelized biographies of this series are inspiring and easy-to-read, ideal for Christians of any age or background. In Watchman Nee, you'll get to know the twentieth-century Chinese spiritual leader who spent almost a third of his life imprisoned by the Communists for his service to Jesus Christ. Appropriate for readers from junior high through adult, helpful for believers of any background, these biographies encourage greater Christian commitment through the example of heroes like Watchman Nee.",,,,,,,,,,,,
And I don't want to live this life,Biography,"For most of us, it was just another horrible headline. But for Deborah Spungen, the mother of Nancy, who was stabbed to death at the Chelsea Hotel, it was both a relief and a tragedy. Here is the incredible story of an infant who never stopped screaming, a toddler who attacked people, a teenager addicted to drugs, violence, and easy sex, a daughter completely out of control, who almost destroyed her parents' marriage and the happiness of the rest of her family.",,,,,,,,,,,,
Escape from St Hell,Biography,"In this sequel to the Indie bestseller WELCOME TO ST. HELL, Lewis Hancox tells the hilarious, inspiring story of coming into his own as a trans man. For Lew, figuring out he was a guy and wanted to live life as a guy was the end of our journey... and the start of a whole other journey. Escape From St. Hell charts all the changes that Lew wanted to be made in order for him to live as a young trans man -- changes not just to his own body and perspective, but to the perspectives of the family, friends, and enemies around him.

As he did in his bestselling graphic memoir Welcome to St. Hell, Lewis Hancox charts his journey with plenty of laughs, a good number of cringes, and an honesty that takes readers along for the ride of Lew's life.",,,,,,,,,,,,
Bone Black,Biography,"Stitching together girlhood memories with the finest threads of innocence, feminist intellectual bell hooks presents a powerfully intimate account of growing up in the South. A memoir of ideas and perceptions, *Bone Black* shows the unfolding of female creativity and one strong-spirited child's journey toward becoming a writer. She learns early on the roles women and men play in society, as well as the emotional vulnerability of children. She sheds new light on a society that beholds the joys of marriage for men and condemns anything more than silence for women. In this world, too, black is a woman's color―worn when earned―daughters and daddies are strangers under the same roof, and crying children are often given something to cry about. hooks finds good company in solitude, good company in books. She also discovers, in the motionless body of misunderstanding, that writing is her most vital breath.",,,,,,,,,,,,
Legenda aurea,Biography,"""Among the books which afford us an insight into the popular religious thought of the middle ages, none holds a more important place than the Legenda Aurea or Golden Legend. The book was compiled and put into form about the year 1275 by Jacobus de Voragine, Archbishop of Genoa, who laid under contribution for his purpose the Lives of the Fathers by S. Jerome, the Ecclesiastical History of Eusebius, and other books of a like kind; while for the lives of the saints more nearly approaching his own age he appears to have industriously collected such legends as he could meet with, whether in manuscript or handed down by oral tradition.""--Prologue.",,,,,,,,,,,,
The Life of Charlotte Bronte,Biography,"Intertwining fact and story, The Life of Charlotte Bronte takes the reader by one hand and Charlotte Bronte by the other to run rampant through the making of one of the greatest authoresses of all time. Follow Charlotte from her birthplace of Thornton as she sets off for school and later returns to teach her sisters, and come to know the ""characteristic kindness of the Brontes."" This unsentimental biography, written by friend and sometimes critic Elizabeth Gaskell, helped launch Charlotte Bronte's fame and takes you on a journey to see the making of the author of Jane Eyre.",,,,,,,,,,,,
Princess Sultana's daughters,Biography,"The Princess Trilogy consists of Princess, A True Story; Princess Sultana's Daugthers; and Princess Sultana's Circle. Sultana is a Saudi Arabian princess, born to uncountable wealth. She has four mansions on three continents, her own private jet, glittering jewels, designer dresses galore. But she has no freedom, no control over her own life, no value but as a bearer of sons. 

Sultana is a member of the Saudi royal family, closely related to the king. For the sake of her daughters, she has decided to take the risk of speaking out about the life of women in her country, regardless of their rank. She must hide her identity for fear that the religious leaders in her country would call for her death to punish her honesty. Only a woman in her position could possibly hope to escape from being revealed and punished. Although Sultana lives with constant fear of retribution, her passion to provide her daughters a better life transcends her fear and fuels her desire for change.

Review

""A fascinating look at the lifestyles of the rich and Saudi."" -- Kirkus Reviews

""Absolutely riveting and profoundly sad..."" -- People

""Fascinating...one is compelled to read just one more page, one more chapter once one has started this Arabian nightmare."" -- Oxford Review

""Must reading for anyone interested in human rights..."" -- USA Today",,,,,,,,,,,,
Marie Antoinette,Biography,"Après ses vies de Magellan, de Marie Stuart ou de Fouché, faut-il rappeler le génie de biographe de Stefan Zweig ? Marie-Antoinette (1933) rétablit la courbe et la vérité d'un destin obscurci par la passion ou la honte posthumes. L'auteur a fait le ménage dans la documentation, puisant dans la correspondance de Marie-Antoinette avec sa mère, Marie-Thérèse d'Autriche, et dans les papiers de Fersen, grand amour de la reine. Qui était Marie-Antoinette faite, l'année de ses quinze ans et par raison d'État, reine de France ? Une débauchée futile ? Une icône pour la Restauration ? Nous la suivons de la chambre de son époux, qu'elle appelait son « nonchalant mari », le falot Louis XVI, jusqu'au lit de la guillotine. Quel voyage ! Quelle histoire ! Le monde enchanté et dispendieux de Trianon, la maternité, le début de l'impopularité, l'affaire du collier, la Révolution qui la prit pour cible, la fuite à Varennes, la Conciergerie, l'échafaud... Zweig s'est penché sur Marie-Antoinette en psychologue. Il ne la divinise pas : elle « n'était ni la grande sainte du royalisme ni la grande « grue » de la Révolution, mais un être moyen, une femme en somme ordinaire ». Il analyse la chimie d'une âme bouleversé par les événements, qui, sous le poids du malheur et de l'Histoire, se révèle à elle-même et se rachète, passant de l'ombre de la jouissance à la lumière de la souffrance. « A la toute dernière heure, Marie-Antoinette, nature moyenne, atteint au tragique et devient égale à son destin ». Davantage qu'un livre d'histoire : un roman vrai.",,,,,,,,,,,,
White Heat,Biography,"With its unique blend of outspoken opinion, recipes and dramatic photographs by the late legendary photographer Bob Carlos Clarke, White Heat captures the magic and spirit of Marco Pierre White in the heat of his kitchen. This 25th anniversary edition features brand new material, including photographs from the late Bob Carlos Clarke and contributions from James Steen, Lindsey Carlos Clarke and a host of high-profile chefs: Jason Atherton, Sat Bains, Mario Batali, Raymond Blanc, Anthony Bourdain, Adam Byatt, David Chang, Phil Howard, Tom Kerridge, Paul Kitching, Pierre Koffmann, Gordon Ramsay and Jock Zonfrillo.",,,,,,,,,,,,
Tender at the bone,Biography,"For better or worse, almost all of us grow up at the table. It is in this setting that Ruth Reichl's brilliantly written memoir takes its form. For, at a very early age, Reichl discovered that ""food could be a way of making sense of the world . . . if you watched people as they ate, you could find out who they were."" Tender at the Bone is the story of a life determined, enhanced, and defined in equal measure by unforgettable people, the love of tales well told, and a passion for food. In other words, the stuff of the best literature. The journey begins with Reichl's mother, the notorious food-poisoner known for-evermore as the Queen of Mold, and moves on to the fabled Mrs. Peavey, onetime Baltimore socialite millionaress, who, for a brief but poignant moment, was retained as the Reichls' maid. Then we are introduced to Monsieur du Croix, the gourmand, who so understood and yet was awed by this prodigious child at his dinner table that when he introduced Ruth to the souffle, he could only exclaim, ""What a pleasure to watch a child eat her first souffle!"" Then, fast-forward to the politically correct table set in Berkeley in the 1970s, and the food revolution that Ruth watched and participated in as organic became the norm. But this sampling doesn't do this character-rich book justice. After all, this is just a taste.Tender at the Bone is a remembrance of Ruth Reichl's childhood into young adulthood, redolent with the atmosphere, good humor, and angst of a sensualist coming-of-age.From the Hardcover edition.",,,,,,,,,,,,
Autobiography of Madame Guyon,Biography,"Madame Guyon was a French noblewoman who was born in an unprincipled time fated to its corruption. She grew up in a church as licentious as the world in which it was established: spiritually despondent and plagued by ignorance. Regardless of these tormenting conditions, she rose to the inimitability of Christian veneration. She had an unsteady and disorganized childhood, was tormented by sickness and abuse, and was imprisoned for years by the highest church authorities. She gave up her worldly goods at the demands of this church which led to her impoverishment. She survived her psychological and physical ruination by conquering pretentious royal conspiracies and reviling the malignancy of the papal inquisition. She committed her life to writing meditative books that illustrated profound truths lost to religious monarchs in a maze of their own confusion. She was finally condemned as a heretic, but her writings were so dynamic they shocked the whole country and even reached the indecorous palace of King Louis XIV. This is the story of a solitary woman whose pious diligence and dedication laid the bedrock of virtous obedience to the deeds of contemporaneous ministry.Please Note: This book is easy to read in true text, not scanned images that can sometimes be difficult to decipher. The Microsoft eBook has a contents page linked to the chapter headings for easy navigation. The Adobe eBook has bookmarks at chapter headings and is printable up to two full copies per year. Both versions are text searchable.",,,,,,,,,,,,
Answer to history,Biography,"Mohammad reza pahlavi wrote this book after that he leave the IRAN.
In this book he speak about any things he did when he was in iran.
Also he speak about programs that he had for future of iran.
There is a chapter in this book that mohamad reza pahlavi speak about Dr. Mosadegh and describe the incidents of 1952-54.(١٣٣٠ - ١٣٣٢)
اعليحضرت پس از خروج از ايران اين كتاب را به رشته تحرير در اوردند. 
مطالب كتاب شامل خدماتي است كه در دوران سلطنت ايشان در كشور ايران انجام شد
توضيحاتي پيرامون مسائل نظامي و خدماتي كه در قالب انقلاب سفيد و... انجام شد. 
شرح شكل گيري سپاه دانش و خدمات انجام شده توسط ان به همراه طرح ها و برنامه هاي انجام نشده
همچنين فصلي از كتاب نيز به شرح زمان نخست وزيري محمد مصدق و حوادث و وقايع اتفاق افتاده در طي اين دوران اختصاص داده شده.",,,,,,,,,,,,
The distance between us,Biography,"Award-winning author Reyna Grande shares her compelling experience of crossing borders and cultures in this middle grade adaptation of her compelling unvarnished, resonant (BookPage) memoir,The Distance Between Us. When her parents make the dangerous and illegal trek across the Mexican border in pursuit of the American dream, Reyna and her siblings are forced to live with their stern grandmother, as they wait for their parents to build the foundation of a new life. But when things don t go quite as planned, Reyna finds herself preparing for her own journey to El Otro Lado to live with the man who has haunted her imagination for years: her long-absent father. Both funny and heartbreaking,The Distance Between Us beautifully captures the struggle that Reyna and her siblings endured while trying to assimilate to a different culture, language, and family life in El Otro Lado (The Other Side).",,,,,,,,,,,,
The map that changed the world,Biography,"Above one of the many grand mar staircases within the east wing of Burlington House, the great Palladian mansion on the north side of London' Piccadilly, hangs a pair of huge sky blue velvet curtains, twisted and tasseled silk ropes beside them. The last day of August 1819, a Tuesday, dawned gray, showery, and refreshingly cool in London, promising a welcome end to a weeklong spell of close and muggy weather that seemed to have put all the capital's citizens in a nettlesome, liverish mood.",,,,,,,,,,,,
Tesla,Biography,"""Nikola Tesla was a major contributor to the electrical revolution that transformed daily life at the turn of the twentieth century. His inventions, patents, and theoretical work formed the basis of modern AC electricity, and contributed to the development of radio and television. Like his competitor Thomas Edison, Tesla was one of America's first celebrity scientists, enjoying the company of New York high society and dazzling the likes of Mark Twain with his electrical demonstrations. An astute self-promoter and gifted showman, he cultivated a public image of the eccentric genius. Even at the end of his life when he was living in poverty, Tesla still attracted reporters to his annual birthday interview, regaling them with claims that he had invented a particle-beam weapon capable of bringing down enemy aircraft. Plenty of biographies glamorize Tesla and his eccentricities, but until now none has carefully examined what, how, and why he invented. In this groundbreaking book, W. Bernard Carlson demystifies the legendary inventor, placing him within the cultural and technological context of his time, and focusing on his inventions themselves as well as the creation and maintenance of his celebrity. Drawing on original documents from Tesla's private and public life, Carlson shows how he was an ""idealist"" inventor who sought the perfect experimental realization of a great idea or principle, and who skillfully sold his inventions to the public through mythmaking and illusion. This major biography sheds new light on Tesla's visionary approach to invention and the business strategies behind his most important technological breakthroughs""--

""This is a biography of one of the major 20th-century scientists, Nikola Tesla. It is interdisciplinary, containing accounts of U.S. manufacturing in the early 1900s and other contemporary cultural materials""--",,,,,,,,,,,,
La honte,Biography,"""My father tried to kill my mother one Sunday in June, in the early afternoon."" Shame begins as the story of a twelve-year-old girl, but it is also about the storyteller, a mature woman, the author herself. The violent moment lives inside her. The trauma comes at a moment when she is still so close to her mother and father that the threatened act of violence is incomprehensible. It cuts through her like an axe.

Over time, the memory cools until it is just a snapshot she carries in her purse, unchanging even after years have passed and the twelve-year-old girl has grown into an orgasmic woman and a writer. Years later the cut is still there, but her whole being has grown around it like a tree that has been struck by lightning and survived.",,,,,,,,,,,,
Iacocca,Biography,"He's an American legend, the tough-talking, straight-shooting businessman who brought Chrysler back from the brink and in the process became a media celebrity, a newsmaker, and a man many have urged to run for President. Now Lee Iacocca opens his personal files on an extraordinary life of survival and triumph in Iacocca -- the outspoken, headline-making autobiography of a man who has come to represent not only one of this country's most powerful and successful executives, but the living embodiment of the American dream. - Jacket flap.",,,,,,,,,,,,
The Long Loneliness,Biography,"This inspiring and fascinating memoir, subtitled, ""The Autobiography of the Legendary Catholic Social Activist,"" The Long Loneliness is the late Dorothy Day's compelling autobiographical testament to her life of social activism and her spiritual pilgrimage.

A founder of the Catholic Worker Movement and longtime associate of Peter Maurin, Dorothy Day was eulogized in the New York Times as, ""a nonviolent social radical of luminous personality."" The Long Loneliness recounts her remarkable journey from the Greenwich Village political and literary scene of the 1920s through her conversion to Catholicism and her lifelong struggle to help bring about ""the kind of society where it is easier to be good.""",,,,,,,,,,,,
The Privilege of Youth,Biography,"More than six million readers can attest to the heartbreak and courage of Dave Pelzer's story of growing up in an abusive home. His inspirational books have helped countless others triumph over hardship and misfortune.

Now this former lost boy who defeated insurmountable odds to emerge whole and happy at last takes us on his incredible odyssey toward healing and forgiveness. In The Privilege of Youth, Pelzer supplies the missing chapter of his life: as a boy on the threshold of adulthood. With his usual sensitivity and insight, he recounts the relentless taunting he endured from bullies; but he also describes the joys of learning and the thrill of making his first real friends-some of whom he still shares close relationships with today. He writes about the simple pleasures of exploring a neighborhood he was just beginning to get to know while trying to forget the hell he had endured as a child.

From high school to a world beyond the four walls that were his prison for so many years, The Privilege of Youth charts this crucial turning point in Dave Pelzer's life. This brave and compassionate memoir from the man who has journeyed far will inspire a whole new generation of readers and listeners.",,,,,,,,,,,,
Warriors don't cry,Biography,"The landmark 1954 Supreme Court ruling, Brown v. Board of Education, brought the promise of integration to Little Rock, Arkansas, but it was hard-won for the nine black teenagers chosen to integrate Central High School in 1957. They ran the gauntlet between a rampaging mob and the heavily armed Arkansas National Guard, dispatched by Governor Orval Faubus to subvert federal law and bar them from entering the school. President Dwight D.

Eisenhower responded by sending in soldiers of the 101st Airborne Division, the elite ""Screaming Eagles"" - and transformed Melba Pattillo and her eight friends into reluctant warriors on the battlefield of civil rights.

May 17, 1994, marks the fortieth anniversary of the Brown v. Board of Education ruling, which was argued and won by Thurgood Marshall, whose passion and presence emboldened the Little Rock struggle. Melba Pattillo Beals commemorates the milestone decision in this first-person account of her ordeal at the center of the violent confrontation that helped shape the civil rights movement.

Beals takes us from the lynch mob that greeted the terrified fifteen-year-old to a celebrity homecoming with her eight compatriots thirty years later, on October 23, 1987, hosted by Arkansas Governor Bill Clinton in the mansion that Faubus built. As they returned to tour the halls of the school, gathering from myriad professions and all corners of the country, they were greeted by the legacy of their courage - a bespectacled black teenager, the president of the student body at Central High.

. Beals chronicles her harrowing junior year at Central High, when she began each school day by polishing her saddle shoes and bracing herself for battle. Nothing, not even the 101st Airborne Division, could blunt the segregationists' brutal organized campaign of terrorism that included telephone threats, insults and assaults at school, brigades of attacking mothers, rogue police, restroom fireball attacks, acid-throwers, vigilante stalkers, economic blackmail, and finally, a price upon Melba's head.

With the help of her English-teacher mother; her eight fellow warriors; and her gun-toting, Bible-and-Shakespeare-loving grandmother - who taught her Gandhi's mind games and spiritual strength - Melba survived. ""Dignity,"" said Grandmother India, ""is a state of mind, just like freedom.

These are both precious gifts from God that no one can take away unless you allow them to."" And faced with disapproval from parts of the black community, Melba made unlikely friends: Link, a white student who came with a gang to attack her - then saved her and became her underground spy. And Danny, the soldier assigned to protect her, who warned, ""You will have to become a soldier. Never let your enemy know what you are feeling. Never let them see you cry.""

. Drawn from her personal diary, Warriors Don't Cry is Beals' riveting true story of an embattled teenager who paid for integration with her innocence. From a junior year like no other - a year that would hold no sweet sixteen party, no chance for a part in the school play - she emerged with indestructible faith, courage, strength, and hope.",,,,,,,,,,,,
Unsweetined,Biography,"Jodie Sweetin melted our hearts and made us laugh for eight years as cherub-faced, goody-two-shoes middle child Stephanie Tanner. Her ups and downs seemed not so different from our own, but more than a decade after the popular television show ended, the star publicly revealed her shocking recovery from methamphetamine addiction. Even then, she kept a painful secret-one that could not be solved in thirty minutes with a hug, a stern talking-to, or a bowl of ice cream around the family table. The harrowing battle she swore she had won was really just beginning.

 

In this deeply personal, utterly raw, and ultimately inspiring memoir, Jodie comes clean about the double life she led-the crippling identity crisis, the hidden anguish of juggling a regular childhood with her Hollywood life, and the vicious cycle of abuse and recovery that led to a relapse even as she wrote this book. Finally, becoming a mother gave her the determination and the courage to get sober. With resilience, charm, and humor, she writes candidly about taking each day at a time. Hers is not a story of success or defeat, but of facing your demons, finding yourself, and telling the whole truth-unSweetined.",,,,,,,,,,,,
